,id,text,time,location,followers,user_id,favorite_count,retweet_count,verified,rumour,reply_id,reply_text,reply_time,reply_location,reply_followers,reply_user_id,reply_verified
22,580319078155468800,Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,Tue Mar 24 10:43:44 +0000 2015,"London, UK",14134290,5402612,684,4388,True,1,580319622521442304,“@BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/VyfwZhDhtc” another plane crash.. Oh God.,Tue Mar 24 10:45:54 +0000 2015,"Jakarta, Indonesia",650,83957393,False
23,580319078155468800,Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,Tue Mar 24 10:43:44 +0000 2015,"London, UK",14134290,5402612,684,4388,True,1,580319644013170688,“@BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/0RVUOUMD4z”,Tue Mar 24 10:45:59 +0000 2015,Chile.,4396,44895863,False
24,580319078155468800,Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,Tue Mar 24 10:43:44 +0000 2015,"London, UK",14134290,5402612,684,4388,True,1,580319644218687488,“@BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/BS79EGOyEj” flying today and THIS is not what I see :/,Tue Mar 24 10:45:59 +0000 2015,England,62,2956629112,False
25,580319078155468800,Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,Tue Mar 24 10:43:44 +0000 2015,"London, UK",14134290,5402612,684,4388,True,1,580319878328020992,RT @BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/MBqXY968OZ,Tue Mar 24 10:46:55 +0000 2015,"Orlando, FL",1423,27660372,False
26,580319078155468800,Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,Tue Mar 24 10:43:44 +0000 2015,"London, UK",14134290,5402612,684,4388,True,1,580320057017896961,RT @BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/Q46HFawSF1”,Tue Mar 24 10:47:38 +0000 2015,"London, Lagos, Los Angeles",1479,228332540,False
27,580319078155468800,Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,Tue Mar 24 10:43:44 +0000 2015,"London, UK",14134290,5402612,684,4388,True,1,580320203474542592,"RT @BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/OzznStuYOu
#jwave #radiko",Tue Mar 24 10:48:12 +0000 2015,"Roppongi,Tokyo",82190,61171601,True
28,580319078155468800,Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,Tue Mar 24 10:43:44 +0000 2015,"London, UK",14134290,5402612,684,4388,True,1,580320280607920128,I’m getting more skeptical of flying. RT @BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/wuQfYMbNCP,Tue Mar 24 10:48:31 +0000 2015,"ÜT: 32.752203,-80.018489",724,27864572,False
29,580319078155468800,Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,Tue Mar 24 10:43:44 +0000 2015,"London, UK",14134290,5402612,684,4388,True,1,580320510833086465,“@BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/Gc5H6ZWyNb” 💔,Tue Mar 24 10:49:26 +0000 2015,"Auckland, NZ",1018,634380003,False
30,580319078155468800,Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,Tue Mar 24 10:43:44 +0000 2015,"London, UK",14134290,5402612,684,4388,True,1,580320511315587073,@BBCBreaking awful news  :-(,Tue Mar 24 10:49:26 +0000 2015,"Wicklow, Ireland",464,97639418,False
31,580319078155468800,Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,Tue Mar 24 10:43:44 +0000 2015,"London, UK",14134290,5402612,684,4388,True,1,580320708376461312,“@BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/VgscO5lmnw” @CLawtown @pruesiemsgluess,Tue Mar 24 10:50:13 +0000 2015,"Richmond, Victoria AU",1240,2090971,False
32,580319078155468800,Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,Tue Mar 24 10:43:44 +0000 2015,"London, UK",14134290,5402612,684,4388,True,1,580320961439887360,RT @BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/5gDF9zIXEW,Tue Mar 24 10:51:13 +0000 2015,"ÜT: 37.404521,-77.686959",2489,56698300,False
33,580319078155468800,Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,Tue Mar 24 10:43:44 +0000 2015,"London, UK",14134290,5402612,684,4388,True,1,580320979995508737,"“@BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/bHsin3DQ07”

Oh Jeez, no!!!",Tue Mar 24 10:51:18 +0000 2015,,557,59162656,False
34,580319078155468800,Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,Tue Mar 24 10:43:44 +0000 2015,"London, UK",14134290,5402612,684,4388,True,1,580320982260387840,RT: @BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/7XowawsXF7,Tue Mar 24 10:51:18 +0000 2015,"Lyon, France",256,216657384,False
35,580319078155468800,Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,Tue Mar 24 10:43:44 +0000 2015,"London, UK",14134290,5402612,684,4388,True,1,580321698450399232,RT “@BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/OJeJSNtgwv”,Tue Mar 24 10:54:09 +0000 2015,Stockholm,46534,27071062,False
36,580319078155468800,Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,Tue Mar 24 10:43:44 +0000 2015,"London, UK",14134290,5402612,684,4388,True,1,580321716838100992,#BreakingNews “@BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/OYECGiYtfE” #BREAKING #planecrash,Tue Mar 24 10:54:13 +0000 2015,"Los Angeles, California ",916,20978217,False
37,580319078155468800,Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,Tue Mar 24 10:43:44 +0000 2015,"London, UK",14134290,5402612,684,4388,True,1,580321760735711232,Yikes :( RT @BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/EZ4cgrQxie,Tue Mar 24 10:54:24 +0000 2015,Melbourne,1501,22692756,False
38,580319078155468800,Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,Tue Mar 24 10:43:44 +0000 2015,"London, UK",14134290,5402612,684,4388,True,1,580321858014298112,@BBCBreaking omg,Tue Mar 24 10:54:47 +0000 2015,Berlin,939,549430116,False
39,580319078155468800,Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/yNlWbNJmYI,Tue Mar 24 10:43:44 +0000 2015,"London, UK",14134290,5402612,684,4388,True,1,580322377927692288,#BBC says 142 passengers &amp; 6 crew @93wibc RT @BBCBreaking: Germanwings Airbus A320 crashes in French Alps near Digne http://t.co/jA0QYbUXgO,Tue Mar 24 10:56:51 +0000 2015,"Indianapolis, IN",1771,459621192,False
40,580319116302647297,BREAKING #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/FJvY7woj4t,Tue Mar 24 10:43:53 +0000 2015,London Paris NYC Melbourne,58393,2280470022,188,1328,False,1,580319240231731200,“@airlivenet: BREAKING #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/zkUXGpCSgk”,Tue Mar 24 10:44:23 +0000 2015,Amsterdam,883,22043595,False
41,580319116302647297,BREAKING #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/FJvY7woj4t,Tue Mar 24 10:43:53 +0000 2015,London Paris NYC Melbourne,58393,2280470022,188,1328,False,1,580319402710667264,@neilmac1123 @airlivenet: BREAKING #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/JLnvDEnlml”,Tue Mar 24 10:45:02 +0000 2015,,27,88514871,False
42,580319116302647297,BREAKING #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/FJvY7woj4t,Tue Mar 24 10:43:53 +0000 2015,London Paris NYC Melbourne,58393,2280470022,188,1328,False,1,580319481987231744,“@airlivenet: BREAKING #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/DfyfN05u4C” @OmarJuve83,Tue Mar 24 10:45:20 +0000 2015,,78,34676434,False
43,580319116302647297,BREAKING #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/FJvY7woj4t,Tue Mar 24 10:43:53 +0000 2015,London Paris NYC Melbourne,58393,2280470022,188,1328,False,1,580319512387538944,FOK “@airlivenet: BREAKING #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/n8fjRY357z”,Tue Mar 24 10:45:28 +0000 2015,Midden-Brabant,1700,156357436,False
44,580319116302647297,BREAKING #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/FJvY7woj4t,Tue Mar 24 10:43:53 +0000 2015,London Paris NYC Melbourne,58393,2280470022,188,1328,False,1,580319787521196032,With 142 onboard. RT“@airlivenet:  #A320 crash could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/Rr5GOcD9J4”,Tue Mar 24 10:46:33 +0000 2015,"Tel Aviv, Israel",1306,821700726,False
45,580319116302647297,BREAKING #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/FJvY7woj4t,Tue Mar 24 10:43:53 +0000 2015,London Paris NYC Melbourne,58393,2280470022,188,1328,False,1,580319924662493184,L'area dove sarebbe caduto il volo Germanwings #4U9525 via @airlivenet http://t.co/oKE1rwHoAQ”,Tue Mar 24 10:47:06 +0000 2015,,2518,31702956,False
46,580319116302647297,BREAKING #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/FJvY7woj4t,Tue Mar 24 10:43:53 +0000 2015,London Paris NYC Melbourne,58393,2280470022,188,1328,False,1,580320371766747136,ジャーマンウイングス航空アエバスA320（バルセロナ発デュッセルドルフ行）が南フランスで墜落。RT @airlivenet BREAKING #A320 crashed could be Germanwings flight  http://t.co/AGjzEVfVOE,Tue Mar 24 10:48:53 +0000 2015,KhonKaen コンケン Thailand タイ,1704,384946671,False
47,580319116302647297,BREAKING #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/FJvY7woj4t,Tue Mar 24 10:43:53 +0000 2015,London Paris NYC Melbourne,58393,2280470022,188,1328,False,1,580320792291860480,RT@airlivenet: BREAKING #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/lH5esPhA2Y”,Tue Mar 24 10:50:33 +0000 2015,"Qatar (srilankan,kandy)தமிழன்.",857,2395133557,False
48,580319116302647297,BREAKING #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/FJvY7woj4t,Tue Mar 24 10:43:53 +0000 2015,London Paris NYC Melbourne,58393,2280470022,188,1328,False,1,580320987834634240,@airlivenet @LamyaeA RTL-Z extra uitzending.,Tue Mar 24 10:51:19 +0000 2015,,16,1630823678,False
49,580319116302647297,BREAKING #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/FJvY7woj4t,Tue Mar 24 10:43:53 +0000 2015,London Paris NYC Melbourne,58393,2280470022,188,1328,False,1,580321076619530240,ドイツなのにマジか… RT @airlivenet: BREAKING #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/5Q88Yuufgz,Tue Mar 24 10:51:41 +0000 2015,,64,113215361,False
50,580319116302647297,BREAKING #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/FJvY7woj4t,Tue Mar 24 10:43:53 +0000 2015,London Paris NYC Melbourne,58393,2280470022,188,1328,False,1,580324210435735553,:( @airlivenet: BREAKING #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/3qD7bgW3Q0,Tue Mar 24 11:04:08 +0000 2015,"Hatton, Sri Lanka",148,789507313,False
51,580319116302647297,BREAKING #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/FJvY7woj4t,Tue Mar 24 10:43:53 +0000 2015,London Paris NYC Melbourne,58393,2280470022,188,1328,False,1,580327721454043136,“@airlivenet: #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/JUue4pwkIK”😔how unfortunate,Tue Mar 24 11:18:05 +0000 2015,Kochi,493,49892639,False
52,580319116302647297,BREAKING #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/FJvY7woj4t,Tue Mar 24 10:43:53 +0000 2015,London Paris NYC Melbourne,58393,2280470022,188,1328,False,1,580328857238151168,"@airlivenet ..Başta #THY Kabin olmak üzere ALLAH HEPİNİZİ KORUSUN.. Yolunuz Açık, Uçuşlarınız, Kalkış ve İnişleriniz Güvenli olsun CANlar..!",Tue Mar 24 11:22:36 +0000 2015,BUDAPEŞTE-SARAYBOSNA,1761,570185702,False
53,580319116302647297,BREAKING #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/FJvY7woj4t,Tue Mar 24 10:43:53 +0000 2015,London Paris NYC Melbourne,58393,2280470022,188,1328,False,1,580329491588743168,. @airlivenet shit @dylweet,Tue Mar 24 11:25:07 +0000 2015,Freo Oval,186,301211063,False
54,580319116302647297,BREAKING #A320 crashed could be Germanwings flight #4U9525 from Barcelona to Dusseldorf. http://t.co/FJvY7woj4t,Tue Mar 24 10:43:53 +0000 2015,London Paris NYC Melbourne,58393,2280470022,188,1328,False,1,580330438452903936,@airlivenet @SophatSoeung *could be being the operative word. Be respectful to families involved and don't speculate,Tue Mar 24 11:28:53 +0000 2015,Siem Reap,1870,19833480,False
55,580319184652890113,BREAKING: 148 passengers were on board #GermanWings Airbus A320 which has crashed in the southern French Alps http://t.co/VxxvrU9XmV,Tue Mar 24 10:44:10 +0000 2015,Dubai,502598,22240612,5,82,True,1,580319482687680512,BREAKING: 148 passengers were on board #GermanWings Airbus A320 which has crashed in the southern French Alps - @AlArabiya_Eng,Tue Mar 24 10:45:21 +0000 2015,,37992,2566535282,False
56,580319184652890113,BREAKING: 148 passengers were on board #GermanWings Airbus A320 which has crashed in the southern French Alps http://t.co/VxxvrU9XmV,Tue Mar 24 10:44:10 +0000 2015,Dubai,502598,22240612,5,82,True,1,580320265030123520,@AlArabiya_Eng Terrible!,Tue Mar 24 10:48:27 +0000 2015,,949,1130203891,False
57,580319184652890113,BREAKING: 148 passengers were on board #GermanWings Airbus A320 which has crashed in the southern French Alps http://t.co/VxxvrU9XmV,Tue Mar 24 10:44:10 +0000 2015,Dubai,502598,22240612,5,82,True,1,580321926515572737,“@AlArabiya_Eng: 148 passengers were on board #GermanWings Airbus A320 which has crashed in the southern French Alps http://t.co/VSqaycAsIG”,Tue Mar 24 10:55:03 +0000 2015,,214801,1672452854,False
58,580319206400475136,French police have confirmed that an #Airbus operated by -#Germanwings has crashed in Southern France,Tue Mar 24 10:44:15 +0000 2015,Global,47997,95747671,20,198,False,1,580319351993061377,RT “@ReutersAero: French police have confirmed that an #Airbus operated by -#Germanwings has crashed in Southern France”,Tue Mar 24 10:44:49 +0000 2015,Singapore,3855,20499955,False
59,580319206400475136,French police have confirmed that an #Airbus operated by -#Germanwings has crashed in Southern France,Tue Mar 24 10:44:15 +0000 2015,Global,47997,95747671,20,198,False,1,580319724938084352,@reutersaero @matthewpdown @Reuters &lt;-- #Ratspiss MSM. Never use as source. Bias. Untrustworthy. #Presstitute @CIA whore.,Tue Mar 24 10:46:18 +0000 2015,,16222,308130306,False
60,580319206400475136,French police have confirmed that an #Airbus operated by -#Germanwings has crashed in Southern France,Tue Mar 24 10:44:15 +0000 2015,Global,47997,95747671,20,198,False,1,580320618307985408,やっちまったか RT @ReutersAero French police have confirmed that an #Airbus operated by -#Germanwings has crashed in Southern France,Tue Mar 24 10:49:51 +0000 2015,In the Air / under Water.,77,107388396,False
61,580319206400475136,French police have confirmed that an #Airbus operated by -#Germanwings has crashed in Southern France,Tue Mar 24 10:44:15 +0000 2015,Global,47997,95747671,20,198,False,1,580322193696927744,@ReutersAero @Flightglobal survivors?,Tue Mar 24 10:56:07 +0000 2015,,7,182309584,False
62,580319458004193280,BREAKING: a Germanwings A320 has crashed in the French Alps with 142 passengers on board @9NewsAUS,Tue Mar 24 10:45:15 +0000 2015,London,15721,25777812,15,76,True,1,580324350676443137,RT “@tomsteinfort: BREAKING: a Germanwings A320 has crashed in the French Alps with 142 passengers on board @9NewsAUS”,Tue Mar 24 11:04:41 +0000 2015,Sydney,961,22328593,False
63,580319651399385088,We get reports about an Germanwings A320 crash. Flight 4U9525 was lost from Flightradar24 at 6800 feet near Digne in southern France.,Tue Mar 24 10:46:01 +0000 2015,"Stockholm, Sweden",213211,134196350,214,1496,True,1,580320021638995969,@flightradar24 Is possible to post a link to flight history?,Tue Mar 24 10:47:29 +0000 2015,,19,186445670,False
64,580319651399385088,We get reports about an Germanwings A320 crash. Flight 4U9525 was lost from Flightradar24 at 6800 feet near Digne in southern France.,Tue Mar 24 10:46:01 +0000 2015,"Stockholm, Sweden",213211,134196350,214,1496,True,1,580320211091501056,RT @flightradar24 We get reports about an Germanwings A320 #crash. Flight 4U9525 was lost from Flightradar24 6800 f near Digne southern FR,Tue Mar 24 10:48:14 +0000 2015,,309,526795556,False
65,580319651399385088,We get reports about an Germanwings A320 crash. Flight 4U9525 was lost from Flightradar24 at 6800 feet near Digne in southern France.,Tue Mar 24 10:46:01 +0000 2015,"Stockholm, Sweden",213211,134196350,214,1496,True,1,580320304897064960,@flightradar24 6800? low...,Tue Mar 24 10:48:37 +0000 2015,,119,380292534,False
66,580319651399385088,We get reports about an Germanwings A320 crash. Flight 4U9525 was lost from Flightradar24 at 6800 feet near Digne in southern France.,Tue Mar 24 10:46:01 +0000 2015,"Stockholm, Sweden",213211,134196350,214,1496,True,1,580320581796626432,@flightradar24 @HCE__ https://t.co/C1uwmNeMh2 flight log,Tue Mar 24 10:49:43 +0000 2015,"Milano,Italia",1199,271526736,False
67,580319651399385088,We get reports about an Germanwings A320 crash. Flight 4U9525 was lost from Flightradar24 at 6800 feet near Digne in southern France.,Tue Mar 24 10:46:01 +0000 2015,"Stockholm, Sweden",213211,134196350,214,1496,True,1,580320621780946945,"@flightradar24 Crash confirmed by French authorities. 
http://t.co/J9OTrdTDMi",Tue Mar 24 10:49:52 +0000 2015,,152,193558656,False
68,580319651399385088,We get reports about an Germanwings A320 crash. Flight 4U9525 was lost from Flightradar24 at 6800 feet near Digne in southern France.,Tue Mar 24 10:46:01 +0000 2015,"Stockholm, Sweden",213211,134196350,214,1496,True,1,580321160098918400,@flightradar24 on dirait qu'il a percuté la montagne vu son altitude de vol,Tue Mar 24 10:52:01 +0000 2015,France - Croatie,484,2318054241,False
69,580319651399385088,We get reports about an Germanwings A320 crash. Flight 4U9525 was lost from Flightradar24 at 6800 feet near Digne in southern France.,Tue Mar 24 10:46:01 +0000 2015,"Stockholm, Sweden",213211,134196350,214,1496,True,1,580321287932944385,“@flightradar24: reports about an Germanwings crash. Flight lost at 6800 ft near Digne France.” -&gt;not good reading after landed in Stassburg,Tue Mar 24 10:52:31 +0000 2015,Eindhoven,743,31190470,False
