,id,text,time,location,followers,user_id,favorite_count,retweet_count,verified,rumour,reply_id,reply_text,reply_time,reply_location,reply_followers,reply_user_id,reply_verified
11,498254929942028288,"17 year old unarmed kid shot ten times by police for stealing candy. I didn't know that was punishable by death.

(read the #ferguson tag)",Sat Aug 09 23:50:07 +0000 2014,"Patrick Division, Long Island",874288,7214972,50,176,False,1,498296292377133056,.@inthefade This story makes me physically sick. @marieann66 #ferguson  http://t.co/PDo2pakAln,Sun Aug 10 02:34:28 +0000 2014,"Canton, MI",189,98983800,False
12,498254929942028288,"17 year old unarmed kid shot ten times by police for stealing candy. I didn't know that was punishable by death.

(read the #ferguson tag)",Sat Aug 09 23:50:07 +0000 2014,"Patrick Division, Long Island",874288,7214972,50,176,False,1,498297760618409984,@inthefade @Alllwftopic Agreed! Should be charged w/murder!!,Sun Aug 10 02:40:18 +0000 2014,,1256,94476810,False
13,498254929942028288,"17 year old unarmed kid shot ten times by police for stealing candy. I didn't know that was punishable by death.

(read the #ferguson tag)",Sat Aug 09 23:50:07 +0000 2014,"Patrick Division, Long Island",874288,7214972,50,176,False,1,498312015786426368,@inthefade @Alasscan_ apparently it is now,Sun Aug 10 03:36:57 +0000 2014,texas,205,2481146024,False
14,498254929942028288,"17 year old unarmed kid shot ten times by police for stealing candy. I didn't know that was punishable by death.

(read the #ferguson tag)",Sat Aug 09 23:50:07 +0000 2014,"Patrick Division, Long Island",874288,7214972,50,176,False,1,498316635812270080,"@inthefade @Alasscan_ It's not-unless you happen to be a black male,apparently.We have to make police far more accountable. This can't go on",Sun Aug 10 03:55:18 +0000 2014,"Chico, CA",6922,1229007625,False
15,498254929942028288,"17 year old unarmed kid shot ten times by police for stealing candy. I didn't know that was punishable by death.

(read the #ferguson tag)",Sat Aug 09 23:50:07 +0000 2014,"Patrick Division, Long Island",874288,7214972,50,176,False,1,498344702354022402,. @inthefade We don't even know that he stole any candy.,Sun Aug 10 05:46:50 +0000 2014,,282,467026225,False
16,498254929942028288,"17 year old unarmed kid shot ten times by police for stealing candy. I didn't know that was punishable by death.

(read the #ferguson tag)",Sat Aug 09 23:50:07 +0000 2014,"Patrick Division, Long Island",874288,7214972,50,176,False,1,498494090661490691,@inthefade there has not been any proof that he stole candy. I guess skittles(candy) has become a reason to kill black teens.,Sun Aug 10 15:40:27 +0000 2014,,1141,16672644,False
17,498254929942028288,"17 year old unarmed kid shot ten times by police for stealing candy. I didn't know that was punishable by death.

(read the #ferguson tag)",Sat Aug 09 23:50:07 +0000 2014,"Patrick Division, Long Island",874288,7214972,50,176,False,1,498538423477891073,@inthefade #Shot ten times for stealing candy? God have mercy!,Sun Aug 10 18:36:37 +0000 2014,Nigeria,45,2435021404,False
18,498254929942028288,"17 year old unarmed kid shot ten times by police for stealing candy. I didn't know that was punishable by death.

(read the #ferguson tag)",Sat Aug 09 23:50:07 +0000 2014,"Patrick Division, Long Island",874288,7214972,50,176,False,1,498599009263837184,"@inthefade @Smilingl8dy you should say ""allegedly"" about the stealing candy. Also, police stmt does not mention that as cause.",Sun Aug 10 22:37:21 +0000 2014,NYC w/a side of Southern Belle,738,1110022212,False
19,498254929942028288,"17 year old unarmed kid shot ten times by police for stealing candy. I didn't know that was punishable by death.

(read the #ferguson tag)",Sat Aug 09 23:50:07 +0000 2014,"Patrick Division, Long Island",874288,7214972,50,176,False,1,498674168817524736,@inthefade It is if someone starts assaulting an officer,Mon Aug 11 03:36:01 +0000 2014,Nashville,10,2297403132,False
20,498254929942028288,"17 year old unarmed kid shot ten times by police for stealing candy. I didn't know that was punishable by death.

(read the #ferguson tag)",Sat Aug 09 23:50:07 +0000 2014,"Patrick Division, Long Island",874288,7214972,50,176,False,1,498709861022969856,@inthefade He was 18. Nothing to do with stealing candy. He was walking in the street. Horrible situation. But stop spreading false facts.,Mon Aug 11 05:57:51 +0000 2014,,122,481509183,False
21,498272309535191041,200 cops in riot gear in #ferguson because there is a prayer circle and a concerned compassionate community,Sun Aug 10 00:59:10 +0000 2014,Sunnyvale,605,15890403,148,486,False,1,498273508963913728,“@rtgarden: 200 cops in riot gear in #ferguson because there is a prayer circle and a concerned compassionate community” ...this kills me,Sun Aug 10 01:03:56 +0000 2014, #bEASTcoast,536,34181529,False
22,498272309535191041,200 cops in riot gear in #ferguson because there is a prayer circle and a concerned compassionate community,Sun Aug 10 00:59:10 +0000 2014,Sunnyvale,605,15890403,148,486,False,1,498273937315622912,“@rtgarden: 200 cops in riot gear in #ferguson because there is a prayer circle and a concerned compassionate community” sad,Sun Aug 10 01:05:38 +0000 2014,,447,2571774428,False
23,498272309535191041,200 cops in riot gear in #ferguson because there is a prayer circle and a concerned compassionate community,Sun Aug 10 00:59:10 +0000 2014,Sunnyvale,605,15890403,148,486,False,1,498275022293573632,“@rtgarden: 200 cops in riot gear in #ferguson because there is a prayer circle and a concerned compassionate community” smh wtf,Sun Aug 10 01:09:57 +0000 2014,from Stl but living in KC,535,204065351,False
24,498272309535191041,200 cops in riot gear in #ferguson because there is a prayer circle and a concerned compassionate community,Sun Aug 10 00:59:10 +0000 2014,Sunnyvale,605,15890403,148,486,False,1,498275771363110912,*mob @rtgarden @rodimusprime 200 cops in riot gear in #ferguson because there is a prayer circle and a concerned compassionate community,Sun Aug 10 01:12:56 +0000 2014,Land of Sunshine and Beckys,1178,83326783,False
25,498272309535191041,200 cops in riot gear in #ferguson because there is a prayer circle and a concerned compassionate community,Sun Aug 10 00:59:10 +0000 2014,Sunnyvale,605,15890403,148,486,False,1,498275774945038336,“@rtgarden: 200 cops in riot gear in #ferguson because there is a prayer circle and a concerned compassionate community” smh,Sun Aug 10 01:12:56 +0000 2014,"Sunny-Side, Road Is-land",738,76114747,False
26,498272309535191041,200 cops in riot gear in #ferguson because there is a prayer circle and a concerned compassionate community,Sun Aug 10 00:59:10 +0000 2014,Sunnyvale,605,15890403,148,486,False,1,498276321211215872,#GoodCops “@rtgarden: 200 cops in riot gear in #ferguson because there is a prayer circle and a concerned compassionate community”,Sun Aug 10 01:15:07 +0000 2014,By the bar...,2109,19209645,False
27,498272309535191041,200 cops in riot gear in #ferguson because there is a prayer circle and a concerned compassionate community,Sun Aug 10 00:59:10 +0000 2014,Sunnyvale,605,15890403,148,486,False,1,498278214578352128,@rtgarden @YsabelleStewart I'm sure I would have felt that.,Sun Aug 10 01:22:38 +0000 2014,,223,133477876,False
28,498272309535191041,200 cops in riot gear in #ferguson because there is a prayer circle and a concerned compassionate community,Sun Aug 10 00:59:10 +0000 2014,Sunnyvale,605,15890403,148,486,False,1,498300618977841152,@rtgarden @1StateoftheCity Who ordered them out?  Who told him to order them out?  Who does that a-hole take directives from?  THE VERY TOP.,Sun Aug 10 02:51:40 +0000 2014,Singapork,370,448280203,False
29,498280126254428160,"Mike Brown was staying with his grandmother for the summer, who lived in the community. #Ferguson",Sun Aug 10 01:30:14 +0000 2014,,133561,24165761,46,146,True,1,498280920227794945,@MichaelSkolnik -- wow,Sun Aug 10 01:33:23 +0000 2014,"Denver, Colorado",679,52294796,False
30,498280126254428160,"Mike Brown was staying with his grandmother for the summer, who lived in the community. #Ferguson",Sun Aug 10 01:30:14 +0000 2014,,133561,24165761,46,146,True,1,498282494387843072,@MichaelSkolnik Unbelieveable ..... We R in double digits with white men killing black male children. This has got 2 stop ppl! #racism,Sun Aug 10 01:39:38 +0000 2014,,155,981050484,False
31,498280126254428160,"Mike Brown was staying with his grandmother for the summer, who lived in the community. #Ferguson",Sun Aug 10 01:30:14 +0000 2014,,133561,24165761,46,146,True,1,498283789744103424,@MichaelSkolnik Emmett Till was visiting his family too when he was murdered. Decades apart still innocent murders of African America males.,Sun Aug 10 01:44:47 +0000 2014,,204,347658701,False
32,498280126254428160,"Mike Brown was staying with his grandmother for the summer, who lived in the community. #Ferguson",Sun Aug 10 01:30:14 +0000 2014,,133561,24165761,46,146,True,1,498323335965868032,"“@MichaelSkolnik: Mike Brown was staying with his grandmother for the summer, who lived in the community. #Ferguson”&lt; 💔😪🙏 sad story",Sun Aug 10 04:21:56 +0000 2014,In Your Mind,594,251275638,False
33,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498293763387568128,THIS “@MichaelSkolnik: Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson”,Sun Aug 10 02:24:25 +0000 2014,221 Chestnut St.,1875,266089387,False
34,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498293880820076544,@MichaelSkolnik This is the best data I can find on arrest-related deaths. Is there better out there? Thanks! http://t.co/eFx8lV6QKu,Sun Aug 10 02:24:53 +0000 2014,"Gainesville, Florida",1368,4251731,False
35,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498293953582866432,@MichaelSkolnik @Pants_So_Short tweet #wearetargets keep this stream of consciousness going. Don't stop,Sun Aug 10 02:25:11 +0000 2014,Bodhisattva flow,918,25887520,False
36,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498293963183652864,"@MichaelSkolnik Not the time for a plug, but it would be great if you came and spoke at Morehouse @Morehouse @marclamonthill",Sun Aug 10 02:25:13 +0000 2014,Brooklyn ✈ ATL,832,182985036,False
37,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498293964748124161,@MichaelSkolnik got a state link so I can post to my FB account? ... many thanks,Sun Aug 10 02:25:13 +0000 2014,Las Estrellas,660,20119758,False
38,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498294148550885376,“@MichaelSkolnik: Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson”,Sun Aug 10 02:25:57 +0000 2014,toronto,777,25122847,False
39,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498294365630910466,#WeAreTargets “@MichaelSkolnik: Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson”,Sun Aug 10 02:26:49 +0000 2014,221 Chestnut St.,1875,266089387,False
40,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498294492743483395,@MichaelSkolnik can you ask people to call #Ferguson and tell them to quit with m-16 and dogs at the protests? 314-522-3100,Sun Aug 10 02:27:19 +0000 2014, DC via Philly via all over,2086,14372270,False
41,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498294531625091072,“@MichaelSkolnik: Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson”,Sun Aug 10 02:27:28 +0000 2014,Harlem via NC,1217,89620180,False
42,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498294603544801281,“@MichaelSkolnik: Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson” that is sad,Sun Aug 10 02:27:46 +0000 2014,Brooklyn➡️Newburgh➡️Manhattan,965,416550176,False
43,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498294706355601409,“@MichaelSkolnik: Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson”,Sun Aug 10 02:28:10 +0000 2014,Gump Town,2108,334781576,False
44,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498294714026983424,“@MichaelSkolnik: Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson” How do we #StopTheMadness,Sun Aug 10 02:28:12 +0000 2014,,1301,537472373,False
45,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498295324029747200,RT@MichaelSkolnik Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:30:37 +0000 2014,,1140,145143819,False
46,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498295399682441217,RT @MichaelSkolnik: Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:30:55 +0000 2014,,1049,354153453,False
47,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498297185834786816,“@MichaelSkolnik: Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson” this is a sad stat.,Sun Aug 10 02:38:01 +0000 2014,Austin,610,17901210,False
48,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498297997118435329,“@MichaelSkolnik: Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson”,Sun Aug 10 02:41:15 +0000 2014,USA,19671,19088288,False
49,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498298019045847040,THIS HAS TO END “@MichaelSkolnik: Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson”,Sun Aug 10 02:41:20 +0000 2014,L.A./NYC/BOSTON,4890,26339945,True
50,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498298371615244289,“@MichaelSkolnik: Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson”,Sun Aug 10 02:42:44 +0000 2014,,1301,415948705,False
51,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498298907311767553,"“@MichaelSkolnik: Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson”

this makes me cry.",Sun Aug 10 02:44:52 +0000 2014,,1413,77149442,False
52,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498299535702368256,Real life. “@MichaelSkolnik: Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson”,Sun Aug 10 02:47:21 +0000 2014,stl-como,1002,178523942,False
53,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498299548625018880,“@MichaelSkolnik: Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson” sad truth!,Sun Aug 10 02:47:25 +0000 2014,,281,291870520,False
54,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498299653935603713,RT @MichaelSkolnik: Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:47:50 +0000 2014,UMD,1628,51146915,False
55,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498300617392406528,cc: @desireeadaway RT @MichaelSkolnik: Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:51:39 +0000 2014,Silicon Prairie & ✈️,370,17941979,False
56,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498303898646347776,“@MichaelSkolnik: Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson”&lt;~~ damn!,Sun Aug 10 03:04:42 +0000 2014,Los Angeles,638,168723003,False
57,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498304971671343107,“@MichaelSkolnik: Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson”,Sun Aug 10 03:08:57 +0000 2014,"Penns Grove, NJ",477,252578331,False
58,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498305308754591744,@MichaelSkolnik @slobotski is that true? It's an awful stat,Sun Aug 10 03:10:18 +0000 2014,,3636,14156054,False
59,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498307471610744832,"@MichaelSkolnik @MediaLizzy Oh do tell where they keep track of ""vigilante"" stats.  That's interesting.",Sun Aug 10 03:18:54 +0000 2014,United States,1625,594886554,False
60,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498309467889729536,@MichaelSkolnik fuck these crooked ass cops all around the world...yea i said it,Sun Aug 10 03:26:49 +0000 2014,"roanoke, va",24318,29566188,False
61,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498312078243819520,RT@MichaelSkolnik: Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 03:37:12 +0000 2014,"Grove Street, Los Santos ",1466,321221521,False
62,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498313345129529344,"“@MichaelSkolnik: Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson”

Can I have your source?",Sun Aug 10 03:42:14 +0000 2014,"Pittsburgh, PA",1704,328741255,False
63,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498318523719229441,Wow. “@MichaelSkolnik: Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson”,Sun Aug 10 04:02:49 +0000 2014,"Prince's atagrth, MulletLand",3095,372586179,False
64,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498320393296289794,#RIPMikeBrown RT @MichaelSkolnik Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 04:10:14 +0000 2014,Flowing in a creative space ,784,25205108,False
65,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498330480991670274,"@MichaelSkolnik What is your source? Are there similar figures for white, Latino and Asian males?",Sun Aug 10 04:50:19 +0000 2014,Southern California,899,15778923,False
66,498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,Sun Aug 10 02:24:03 +0000 2014,,133545,24165761,428,1755,True,1,498334502041956352,@MichaelSkolnik @BlackGinger5 Source?,Sun Aug 10 05:06:18 +0000 2014,,839,248306279,False
67,498294367405477888,Unarmed teenage black boy #MikeBrown was shot ten times by a #Ferguson police officer for accusation of shoplifting http://t.co/rjKd6f2fM9,Sun Aug 10 02:26:49 +0000 2014,Egypt,6238,472778354,130,568,False,1,498295918849183744,@Ana_Mubasher @Shaltiar ....and the police officer is now in jail right?,Sun Aug 10 02:32:59 +0000 2014,"British Columbia, Canada",2786,294383735,False
68,498294367405477888,Unarmed teenage black boy #MikeBrown was shot ten times by a #Ferguson police officer for accusation of shoplifting http://t.co/rjKd6f2fM9,Sun Aug 10 02:26:49 +0000 2014,Egypt,6238,472778354,130,568,False,1,498295978215350272,"@Ana_Mubasher This is SICK! More I read up on this the more disgusting it gets! Shot 10 Times!!! 10 Fucking times! 4 ""SUPPOSED SHOPLIFTING""",Sun Aug 10 02:33:13 +0000 2014,Northern Maine,939,139613298,False
69,498294367405477888,Unarmed teenage black boy #MikeBrown was shot ten times by a #Ferguson police officer for accusation of shoplifting http://t.co/rjKd6f2fM9,Sun Aug 10 02:26:49 +0000 2014,Egypt,6238,472778354,130,568,False,1,498298149371666432,@Ana_Mubasher @GrainOfSands #StopThugCops http://t.co/0XYf1VcEz1,Sun Aug 10 02:41:51 +0000 2014,dc,1436,21461995,False
70,498294367405477888,Unarmed teenage black boy #MikeBrown was shot ten times by a #Ferguson police officer for accusation of shoplifting http://t.co/rjKd6f2fM9,Sun Aug 10 02:26:49 +0000 2014,Egypt,6238,472778354,130,568,False,1,498298798548860928,@Ana_Mubasher was the accusation correct?,Sun Aug 10 02:44:26 +0000 2014,Texas,9528,69215257,False
71,498294367405477888,Unarmed teenage black boy #MikeBrown was shot ten times by a #Ferguson police officer for accusation of shoplifting http://t.co/rjKd6f2fM9,Sun Aug 10 02:26:49 +0000 2014,Egypt,6238,472778354,130,568,False,1,498298950483734529,@Ana_Mubasher Travesty! #FergusonShooting,Sun Aug 10 02:45:02 +0000 2014,,1266,94476810,False
72,498294367405477888,Unarmed teenage black boy #MikeBrown was shot ten times by a #Ferguson police officer for accusation of shoplifting http://t.co/rjKd6f2fM9,Sun Aug 10 02:26:49 +0000 2014,Egypt,6238,472778354,130,568,False,1,498298995710898176,"@Ana_Mubasher @Crommunist 
RIP
They couldn't cover mr Brown
Wow
Some humans",Sun Aug 10 02:45:13 +0000 2014,,269,2373123864,False
73,498294367405477888,Unarmed teenage black boy #MikeBrown was shot ten times by a #Ferguson police officer for accusation of shoplifting http://t.co/rjKd6f2fM9,Sun Aug 10 02:26:49 +0000 2014,Egypt,6238,472778354,130,568,False,1,498301226719526916,"@Ana_Mubasher @PeterPyke Give poorly educated white trash a gun, badge &amp; set them lose on the street &amp; they're outraged by what happens.",Sun Aug 10 02:54:05 +0000 2014,"Brisbane, AU",161,552543142,False
74,498294367405477888,Unarmed teenage black boy #MikeBrown was shot ten times by a #Ferguson police officer for accusation of shoplifting http://t.co/rjKd6f2fM9,Sun Aug 10 02:26:49 +0000 2014,Egypt,6238,472778354,130,568,False,1,498301958633967616,@Ana_Mubasher @chubbytrevor Disgraceful What are these people becoming. Makes me feel like retaliating,Sun Aug 10 02:56:59 +0000 2014,Swansea 2281 NSW,390,501522646,False
